Vendor Name , Budget Fiscal Year , Date , Vendor HQ State , Vendor HQ City , Government Area , Department Name , Department , Account , Account Name , Funding Type , Fund Name , Fund , Object Class , Object Code Name , Object Code , Statewide Contract Number , Amount Spent
JAY ODUNUKWE,2010,2009-08-26,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,2046.1
CHARLENE DUBOIS GLYNN,2010,2009-07-13,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,59.38
SUDARSHAN CHATTERJEE MD,2010,2009-07-17,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,366.63
"TOWN OF MONSON, TREASURER",2010,2009-07-27,MA,MONSON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,271.43
DIALYSIS CLINIC INC,2010,2009-08-03,MA,CONCORD,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,4181.1
MA DENTAL CARE PC,2010,2009-08-10,MA,READING,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,649
BARRY W ASTON,2010,2009-10-13,MA,HUDSON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,175
BICENTENNIAL DENTAL PC,2010,2009-11-16,MA,SPRINGFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,572
BREWSTER MEDICAL ASSOCIATESPC,2010,2009-12-04,MA,BREWSTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000320,PRIOR YEAR COLLECTIONS FROM LIENS/ESTATE,Budgetary,General Fund,0010,RR,Medicaid,R10,,1660.33
FRED GROSSO,2010,2009-11-10,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,4825
TOWN OF ROCKLAND,2010,2009-12-29,MA,ROCKLAND,Education,Elementary and Secondary Education,DOE,70431001,TITLE I GRANTS TO LOCAL EDUC AGENCIES,Federal Grants,Federal Grants Fund,0100,PP,Grants To Public Entities,P01,GRANT APPL,33004
RPB PHARMACY INC,2010,2009-07-13,MA,NEW BEDFORD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,85.61
"BOSTON UNIVERSITY NEUROLOGY, ASSOCIATES INC",2010,2009-09-08,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,731.99
"JOHN SCOTT HOUSE NURSING HOME, INC",2010,2009-09-08,MA,BRAINTREE,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,31107.39
TOTAL EYE CARE LLC,2010,2009-10-02,MA,FALL RIVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,181.44
EMERGENCY MED SOLUTIONS,2010,2009-10-05,MA,NORTHAMPTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,67.16
SUPER SHOP'N SAVE SUPERMARKET,2010,2009-10-05,MA,LEOMINSTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,51.98
CHINTAMANI B GOKHOLE,2010,2009-10-23,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,79.7
LETOURNEAUS PHARMACY,2010,2009-10-19,MA,ANDOVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,232.14
HANS E VON WEISS,2010,2009-10-16,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,71.5
LARAINE SHORE-SUSLOWITZ,2010,2009-10-16,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,35.99
TOWN OF READING,2010,2009-11-09,MA,NORTH READING,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,546.14
LISA KAPLAN-DISTASIO,2010,2009-11-23,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,3311.76
"MINUTE MAN ARC FOR HUMAN, SERVICES INC",2010,2009-11-30,MA,CONCORD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,640.76
MICHAEL D KEEFE   MD,2010,2009-12-18,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,781
ATREVA HEALTH CARE INC,2010,2009-12-18,MA,JAMAICA PLAIN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,13.73
RIVER'S EDGE FAMILY DENTAL,2010,2009-12-31,MA,HAVERHILL,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,8266
"CARSON CENTER FOR HUMAN, SERVICES INC",2010,2009-12-17,MA,WESTFIELD,Health and Human Services,Department of Mental Health,DMH,50425000,FOR THE CHILD & ADOLESCENT SERVICES,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,20012130307929,8989.93
WHALERS COVE LIMITED PARTNSHIP,2010,2009-08-28,MA,NEW BEDFORD,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,74178.97
BODEK AND RHODES INC,2010,2009-09-22,PA,PHILADELPHIA,Public Safety and Security,Department of Correction,DOC,89000021,FOR THE COSTS OF PRODUCTS PRODUCED BY,Other,Intragovernmental Services Fund,0015,FF,Manufacturing Supply & Materials & Raw Materials,F19,7516-09SPECIALT,50.56
MICHAEL J BROTHERS JR,2010,2009-07-31,,,Judiciary,Committee for Public Counsel Service,CPC,03211520,INDIGENT PERSONS' FEES AND COURT COSTS,Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,3.2
ORTHOPAEDICS NORTHEAST P C,2010,2009-07-17,MA,NORTH ANDOVER,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,284.59
NORTHAMPTON AREA PEDIATRCS,2010,2009-08-10,MA,NORTHAMPTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,115.89
AMBAMA CLINIC PC,2010,2009-08-07,MA,DORCHESTER CENTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,360.6
BARBARA H BUTLER,2010,2009-08-14,MA,WEST NEWBURY,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,35.99
ROBERT L PLATT,2010,2009-08-14,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,159.02
JAMES M COLLINS,2010,2009-09-08,MA,SHELBURNE FALLS,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,65
"MASSACHUSETTS EAR, NOSE, THROAT ASSOCIATES",2010,2009-08-31,MA,CHELMSFORD,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,110.29
WEINTRAUB GERIATRIC ASSOC PC,2010,2009-09-21,MA,NEWTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,4.04
"EAST MOUNTAIN MEDICAL ASSO, DEBBIE GALVAGNI",2010,2009-09-25,MA,GTBARRINGTON,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,1.03
"TIMOTHY R WOLFENDEN, JAMES ST PLAZA",2010,2009-10-16,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,99
SHAILESH J SHAH MD,2010,2009-10-30,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,58.67
MICHAEL NEWSTEIN,2010,2009-12-18,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,177.15
NEW ENGLAND BAPTIST HOSPITAL,2010,2009-12-21,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,527.66
JOSE D ANGELES MD,2010,2009-12-11,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,123.67
"SO COAST CARDIAC SURG ASSC, SURGICAL ASSOCIATES P C",2010,2009-11-02,MA,FALL RIVER,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,20
PRIMA CARE PC,2010,2009-12-09,MA,FALL RIVER,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,175
"NANTUCKET COUNSELING SERVICE, NANTUCKET COUNTY INC",2010,2009-11-03,MA,NANTUCKET,Health and Human Services,Department of Mental Health,DMH,50470001,EMERGENCY PROGRAMS & ACUTE MH CARE,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,2850EMERGENCY01,6241.28
TOWN OF ORLEANS,2010,2009-09-22,MA,ORLEANS,Health and Human Services,Exec Office of Health & Human Services,EHS,44025011,MUNICIPAL MEDICAID,Trusts,Agency Fund,0600,RR,Medicaid,R10,,23793.19
ADAM GRAPHIC CORPORATION,2010,2009-12-14,MA,NORTH ATTLEBORO,Independents,Secretary of the Commonwealth,SEC,05170000,PRINTING-VARIOUS PUBLIC DOCUMENTS,Budgetary,General Fund,0010,JJ,Auxiliary Services,JJ2,,980
WAYNE'S WEAPONRY INC,2010,2009-12-14,MA,WEST BOYLSTON,Energy & Environmental Affairs,Dept of Conservation and Recreation,DCR,28300100,Water Supply Protection Trust,Trusts,Expendable Trust Fund - External,0300,LL,Law Enforcemt/Security Equipment Maintenance/Repair,L50,RFR DCR 431,39.2
"MCINNIS CONSULTING SERVICES, MCS INC",2010,2009-12-16,MA,NORWELL,Education,Elementary and Secondary Education,DOE,17903000,IT Equipment and Projects,Capital,General Capital Projects Fund,0200,UU,Information Technology (IT) Professionals,U05,ITS33-STAFFAUGC,22522.5
"HOLYOKE CHICOPEE SPRINGFIELD, HEAD START INC",2010,2009-12-21,MA,SPRINGFIELD,Education,Early Ed and Care,EEC,30003050,Supportive Child Care,Budgetary,General Fund,0010,MM,Purchased Human & Social Services For Clients/Non Medical,M03,2000OCCS04,8191.35
"ROBERT KARAS, QUINCY HEARING AID DISP",2010,2009-08-10,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,1866.37
ROBERT H GUSHARD,2010,2009-08-28,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,72.05
EUGENYA ALESKER,2010,2009-09-14,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,47.52
TOWN OF ROCKLAND,2010,2009-09-14,MA,ROCKLAND,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,590.44
"REHABILITATION INSTITUTE OF, WESTERN MASS INC",2010,2009-10-09,MA,LUDLOW,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,215.05
MASS EYE & EAR ASSOC INC,2010,2009-09-28,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,190.95
JEFFREY D HOROWITZ MD PC,2010,2009-10-30,MA,FALL RIVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,722.73
GMH ASSOCIATES INC,2010,2009-11-02,MA,METHUEN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,564.62
JOANNA PIECHNICZEK,2010,2009-11-06,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,13.99
TOWN OF EASTHAM,2010,2009-12-07,MA,EASTHAM,Health and Human Services,Exec Office of Health & Human Services,EHS,40000320,PRIOR YEAR COLLECTIONS FROM LIENS/ESTATE,Budgetary,General Fund,0010,RR,Medicaid,R10,,707.64
"GIANGREGORIO BROS INC, GREEN CROSS PHARMACY",2010,2009-12-11,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,58.78
MARK ROSE,2010,2009-12-31,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,243.92
"MASSACHUSETTS ELECTRIC COMPANY, NATIONALGRID",2010,2009-10-06,MA,NORTHBOROUGH,Transportation,Highway Dept,DPW,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,Budgetary,Highway Fund,0101,GG,Electricity,G03,,4426.79
ADVOCATES INC,2010,2009-09-29,MA,FRAMINGHAM,Health and Human Services,Department of Mental Health,DMH,50462000,FOR SERVICES TO THE HOMELESS MENTALLY,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,2010-MSA-305401,8045.04
"RIVERSIDE COMMUNITY MENTAL HEALTH &, RETARDATION CENTER",2010,2009-08-28,MA,DEDHAM,Health and Human Services,Department of Developmental Services,DMR,59202000,RESIDENTIAL AND DAY COMPONENT,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,300NS13,16000
ELIOT COMMUNITY HUMAN SRVCS,2010,2009-09-30,MA,LEXINGTON,Health and Human Services,Department of Mental Health,DMH,50462000,FOR SERVICES TO THE HOMELESS MENTALLY,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,2010NEA305401,-14442.4
INDEPENDENCE HOUSE INC,2010,2009-10-07,MA,HYANNIS,Health and Human Services,Department of Children and Families,DSS,48001400,CONTRACTS FOR WOMEN IN TRANSITION,Budgetary,General Fund,0010,MM,Purchased Human & Social Services For Clients/Non Medical,M03,DSS DV07,16851.21
"RENTAL CONCEPTS INC, FLEET RESPONSE",2010,2009-10-19,OH,CLEVELAND,Energy & Environmental Affairs,Department of Fish and Game,FWE,23300100,DIV.OF MARINE FISHERIES-ADMINISTRATION,Budgetary,General Fund,0010,LL,Motorized Vehicle Equipment Maintenance & Repair,L44,VEH84A,1797.71
PRATT OPTHAMOLOGY ASSOCIATES INC,2010,2009-07-17,MA,BOSTON,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,6300.76
THARWAT A HANNA MD PC,2010,2009-07-10,MA,MARSHFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,426.2
"RANDALL L DAVIS DMD, PC",2010,2009-07-31,MA,LAWRENCE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,841
ROBERT CAPRILE,2010,2009-08-21,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,5.2
"SAINTS MEMORIAL MED CT,INC, BUSINESS OFFICE",2010,2009-08-24,MA,LOWELL,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,35662.88
WILLIAM C O'DONNELL DMD PC,2010,2009-09-04,MA,PITTSFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,9294
COUNTY SQUARE PHARMACY,2010,2009-09-14,MA,ATTLEBORO,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,2105.43
NEMC EMERGENCY ASSOC PC,2010,2009-10-02,MA,BOSTON,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,350.17
ROBERT G ALEXANDER MD,2010,2009-11-13,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,299.4
IVPCARE INC,2010,2009-11-27,MA,WILMINGTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,7688.56
"DANIEL J REIDA D C INC, BASS RIVER CHIROPRACTIC",2010,2009-12-24,MA,SOUTH YARMOUTH,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,5.2
JOSHI MEDICAL SERVICES PC,2010,2009-12-31,MA,NORTH BILLERICA,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,267.6
RIZKALLA MOUCHATI MD PC,2010,2009-09-14,MA,QUINCY,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,50
FREDERICK WINSMANN,2010,2009-11-10,MA,NEWTON,Judiciary,Committee for Public Counsel Service,CPC,03211520,INDIGENT PERSONS' FEES AND COURT COSTS,Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,6055.9
CAMBRIDGE HOUSING AUTHORITY,2010,2009-11-09,MA,CAMBRIDGE,Housing and Economic Development,Dept of Housing & Community Development,OCD,70049005,FOR PAYMENTS TO HOUSING AUTHORITIES,Budgetary,General Fund,0010,PP,Subsidies,P02,OCDP02,9100
ST VINCENTS HOME CORP,2010,2009-09-03,MA,FALL RIVER,Health and Human Services,Department of Children and Families,DSS,48000041,DELIVERY OF GROUP CARE SERVICES TO,Budgetary,General Fund,0010,MM,Purchased Human & Social Services For Clients/Non Medical,M03,DSS-FNS06,73767
98 NORTH LLC,2010,2009-11-03,MA,NEWTON,Independents,Board of Library Commissioners,BLC,70009101,BOARD OF LIBRARY COMMISSIONERS-,Budgetary,General Fund,0010,GG,Space Rental,G01,DCAM SPACE LEAS,6217
EMIL A PAULI,2010,2009-07-17,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,393
JAMES C BIEL,2010,2009-07-13,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,174
SEACOAST MEDICAL ASSOC PC,2010,2009-07-10,MA,NEWBURYPORT,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,364.78
EYEWEAR BY GIORGIO LLC,2010,2009-09-08,MA,CHELMSFORD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,83.49
"PORTSMOUTH EMERGENCY PHYSICIANS PC, PHYSICIANS PC",2010,2009-08-31,NH,PORTSMOUTH,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,11.44
